14640	(same as 怍) to be ashamed; mortified; chagrined, to change color; to blush
14641	anger; passion; rage, to wait, to cheat; to swindle
14642	to think; to contemplate; to consider, to pant because of fear
14643	to depend on
14644	to move the mind; agitated; nervous; to start thinking, to rest; to cease, intelligent, strange; uncanny, light aspirations or ambitions for ...
14645	(non-classical form of 慈) compassion, mercy, kindness
14646	confuse, senile, stupid
14647	to debauch; to dissipate; to act uninhibitively or disrespectfully
14648	uneasy; disturbed; not feeling at peace
14649	hatred; grudge; enmity; animosity, (interchangeable 救) to save; to relieve; to rescue; to deliver; to aid
14650	(corrupted form of 慌) blurred; dim, obscure; confused in mind
14651	stupid; clumsy; (Cant.) to dirty, defile
14653	(simplified form of 懤) grieved, pained
14654	not doing well; disappointed; very discouraged; frustrate (same as 憛) worried; anxious; apprehensive, to lose head; to lose self-possession
14655	to love; to be fond of, love; affection; kindness, willingly; willing, joyous; happy, to fail to remember; to forget
14656	exclusive; special (same as 德) morality; virtues, behavior; conduct
14657	(same as U+5FB7 德) morality; virtues, behavior; conduct
14658	quick; fast, sharp, to move the mind; agitated; nervous; to start thinking, to fear; to dread; to be scared of, to get; to obtain
14659	(a variant of 悶) mournful, sorrowful, melancholy; depressed, to stupefy
14660	to pity; to commiserate; to have sympathy or compassion for, scared; afraid; fearful
14661	used in a person's name, pensive
14662	indulgent and without restraint, to abandon oneself to carnal desire; to be dissolute; to debauched, to forget, slow; to delay
14663	to be perverse; to act contrary to, jealous; to envy; jealousy, obstinate; stubborn, fierce; truculent
14664	(interchangeable 惵) afraid; fearful; terrified, peaceful; quiet; calm; safe; secure; stable
14665	a little angry
14666	angry, (same as 恲) generous; unselfish; liberal
14667	sound of the anguish of sorrow; the pain of grief
14668	prudent; cautious
14669	(same as 惎) to bear jealous hatred for; to hate; to hold a grudge against, to injure atrociously; to murder
14670	(abbreviated form) to resent; to hate, to neglect; negligent, joy; delight; gratification
14671	bashful; shy; ashamed
14672	(ancient form of 怨) hatred; enmity; resentment, to complain; to blame; to impute
14673	(corrupted form) (standard form of 憂) sad; mournful; grieved; to worry about; concerned over; anxious; apprehensive
14674	corrupt; wicked, to hate; to dislike, (same as 猜) to be jealous and suspicious, cunning; crafty
14675	happy; contented; pleased, fragile, nearly; almost, cunning; crafty
14676	to move the mind; agitated; nervous; to start thinking
14677	(ancient form of 憐) to pity; to commiserate; to feel tender regard for
14678	red color
14682	melancholy; grievous; mournful; sad, to fear; to dread; to be scared of
14683	with expedition; urgent; hasty, anxious; worried, respectfully serious; to take careful precautions; to do something in a serious manner, to love; to like; to be fond of; to be kind to
14684	unsuccessful in one's career; to have not one's ambition fulfilled, generous; unselfish; liberal, uneasy; disturbed; not feeling at peace
14685	to arouse to action; to encourage, to temper and grind; to train or discipline oneself (toward a goal); to sharpen (a knife); to forge to harden, (same as 弭) to stop; to end; to eliminate
14686	to think deeply, to think far ahead, profound and abstruse thinking, careful deliberations; to think and contemplate thoroughly
14687	enmity; animus; ill-will
14688	(same as 諝) intelligence; brilliance, shrewdness; cunning; quick-witted and full of tricks; tricky
14689	idle; shiftless
14690	bad; evil; wicked; vice, overbearing; haughty, melancholy; depressed; dejected; cheerless; despondent, considerations; contemplations; to think carefully; to turn over and over in the mind
14691	(ancient form of 惠) to benefit; to profit; to favor, kind; benevolent; gracious; gentle
14692	(non-classical form of 矜) to pity; to feel for, to have compassion on, sympathetic
14693	absent-minded; unconscious, happy; glad; joyous
14694	(a variant of 愜) satisfied; contented; cheerful, appropriate; fitting; apposite, to have one's heart won; to summit; admire, etc. sincerely and willingly
14695	(ancient form of 順) to follow; to obedient; agreeable; favorable, convenient; smooth
14696	unhappy displeased, anger; rage; angry; furious
14697	idle; lazy; slothful; inactive
14698	(simplified form of U+617A 慺) diligent; industrious; sedulous, to encourage; to make efforts
14699	(a variant of 惇) honest; sincere; kind; generous
14700	fear; dread; fright; scare
14701	luxury; waste; wasteful; prodigal; extravagant
14702	obstinate; stubborn; opinionated; obstinacy; stubbornness; intransigent, truculent; savage, ferocious; fierce
14703	careful; compassionate; to take an interest in; prudent; cautious, worried and grieved
14704	mournful; melancholy; distressed; grieved; sad
14705	(same as 悱) to be desirous of speaking; inarticulate; unable to give vent to one's emotion, sorrowful
14706	(same as 謓) anger; rage; angry; furious, (ancient form 慎) cautious; careful; scrupulous; prudent
14707	to survey; to measure; mensuration
14708	do not care about something; disregard, to be ashamed
14709	(a variant of 慁) to dishonour; to disgrace; to distress, grief; shame; to disobey, to be anxious; to be apprehensive; to worry, to disturb or to agitate; to harass, confused and disorderly
14710	(same as 塞) (same as 愆) to fill up; full of; filled with; rich in contents; abundance, a fault; a mistake, to exceed; to be more than, to surpass
14711	(same as 瘱) quiet; calm; still peaceful, gracefully quiet, clear and evident; obvious, deep and far; profound and abstruse, to conceal; to hide
14712	(ancient form of 愍) to sympathize with; to pity; to grieve; to commiserate
14713	to move
14714	(same as 熆) to blow a fire
14716	to be near to, close to, to recollect; to recall; to look back upon
14717	feeling; emotion, fact, love; affection, nature; reason, (same as 責) one's duty, responsibility; obligation, etc., to demand; to punish, to upbraid
14718	mortified; ashamed
14719	(same as 慠) proud; haughty; over bearing rude
14720	joy; delight; gratification
14721	to sob; to weep, to pay attention, to be careful; to take care; to exercise caution
14722	(ancient form of 常) constantly, frequently, usually habitually, regular, common, a rule, a principle
14723	perfect personal character, many; much; plenty; lots of
14724	hard to say or predict, difficult to speak out (for fear of embarrassing or paining others, etc.) not easy to express with words
14725	(same as 慸) uneasy; feeling uneasy or uncomfortable; not feeling at peace
14726	to exaggerate; exaggeration, arrogant; showing wild imagination; preposterously fantastic, without ambition; discourage
14727	a peaceful or easy mood; calm at mind, to move; to turn the mind, conversion
14729	(ancient form of 懿) virtuous, especially women, admirable; esteemed; excellent
14730	lavish; luxurious, wasteful
14731	absurd; wild; nonsensical; showing wild imagination; preposterously fantastic
14732	keen or sharp; clever; simple and honest, sound sleep or slumber; a deep sleep, to wake up from sleep
14733	(same as 愕) to be startled, alarmed, to speak out; to speak up, frank statement, an obstacle or hindrance; to obstruct; to impede; unwilling; disagreeable
14734	cantankerous; perverse, stupid; dull, ignorant, to divide clearly; without ambiguity, gracefully quiet
14735	weak; feeble, joy; delight; gratification
14736	a straightforward character, cannot make up one's mind; to hesitate
14737	anger; rage; angry; furious, silly; stupid; foolish
14738	to deceived, loquacious
14739	difficult intention, difficult idea or sentiment, weakened volition; dejected, fear; scare; fright
14740	(same as 懕) sickly, in poor health, undisturbed; composed; calm; quiet, to satisfy or be satisfied to gratify or be gratified; (same as 厭) content; gratification
14741	thought; idea; sentiment, intention, expectation, meaning
14742	(same as 懣) resentful; sullen; sulky; anger (especially at injustice) indignant, annoyed; depressed; bored
14743	diligent; sedulous; industrious, with a strong will power
14744	(same as 憿) swift; rapid; quick; fast, by luck or chance
14746	melancholy; grievous; mournful, urgent; pressing
14747	to walk in a composed (comfortable) way, respectful; reverent
14748	to move the mind; agitated; nervous; to start thinking, melancholy; grievous; mournful, (same as 驚) to surprise; to amaze, afraid; scared; terrified; fearful
14749	beautiful; pretty, good; excellent, to usurp; to outrage, to draw; to sketch
14750	(same as 懤) grieved; pained; in deep grief; to lament deeply
14751	intelligent; astute; clever
14753	(non-classical form of 樂) happy; glad, joyful, cheerful; elated; content; delighted; pleased; willing, enjoyable
14754	pure; virtuous; devotion; dedication, to have bearings; to have manners
14755	to talk in one's sleep
14756	virtuous, especially of women, admirable, esteemed, excellent
14757	(same as 愋) talented; intelligent; wise wisdom; knowledge, to resent; to hate, to regret
14758	apprehensive; fearful; afraid, ashamed, uneasy in mind; not feeling at peace; disturbed
14759	(same as U+61AF 憯 U+6158 慘) sad; sorrowful; grieved; miserable; tragic
14760	(same as 嬾) lazy; indolent; idle; inactive; reluctant; disinclined
14761	melancholy; grievous; mournful; to feel sorrow or grief; to grieve; to mourn; to be sad, prudent; cautious
14762	complaint; grudge; unjust
14763	lax and crude; idle and remiss
14764	ashamed; abashed; mortified; humiliated, few; little scarce; rare
14765	(same as 憐 怜) to pity; to have compassion on; to sympathize
14766	(abbreviated form of 錢) money; cash, a unit of weight, a Chinese family name
14767	(same as 或) a certain; some, perhaps; probably; maybe, or
14768	to break off (relations); to sever, to exterminate; to annihilate; to wipe out, to pierce; to stab; to irritate; to hurt, to hold weapons, agricultural implements; far tools, sharp will; eager intention; determination
14770	(non-classical form of 哉) a particle expressing surprise, admiration, or grief, an expletive
14771	to cultivate, plant; to care for plants
14772	to arrest; to catch; to seize, to brawl; a hand-to-hand fight; to struggle for; to fight for, to beat; to strike; to attack
14773	to kill; to put to death; to slaughter; to execute, to punish, to weed out; to exterminate, a kind of weapon
14774	repeatedly; frequently; to alternate, common; ordinary; normal, sharp, name of a state in ancient China, bold; brave; fierce; violent; severe; strict; stringent
14775	(ancient form of 勇) brave; courageous; bold; valiant; fearless; gallant; heroic
14776	a lance with two points, a halberd with a crescent -shaped blade; weapons used in ancient times, to stimulate; to provoke; to excite; to irritate, to point with the index finger and the middle finger; to describe angry or an awe-inspiring display of military force, etc., masculine; heroic; brave
14777	a spear; a lance; a javelin, a battle-axe; a halberd
14778	a lance with two points, a halberd with a crescent-shaped blade; weapons used in ancient times, to stimulate; to provoke; to excite; to irritate, to point with the index finger and the middle finger; to describe angry or an awe-inspiring display of military force, etc., masculine; heroic; brave, (in general) sharp points and edges of weapons
14779	(ancient form of 襲) to put on; to wear, repeated; double; to inherit; to attack or take by surprise, to accord with; to unite
14780	a wooden piles used as a cable to make immovable of a boat
14781	with elegant appearance, with beautiful or gorgeous color; refined, learned and accomplished
14782	(same as U+6245 扊) the bolt of a door; door latch
14783	a window, a small door, (ancient form 戶) a door, a household
14784	the bolt of a door; door latch
14785	to close, shut the door with a bang, to soar, (ancient form 闔) a Chinese family name
14786	(same as 屇) a cave a hold in the ground; a hole
14787	(ancient form of 收) to receive what is due; to gather together, to harvest, to collect; to put away, to close, to bind, to restrain, to bring to the end, (same as 摎) entwined -- as branches of a tree; to tangle; to involve, to collaborate; to band together
14788	to take; to receive; to fetch; to take hold of
14789	to turn upside down; to exert a great deal; to pull and drag, to implicate or involve
14790	to cover something with a piece of cloth, a kind of cloth used to cover something
14791	to hold; to grasp, to maintain; to support; to keep; to uphold, a tie or stalemate
14792	(same as 引) to pull; to attract, to guide, to introduce, to quote, to retire
14793	to rub; to grind; to polish; to wear, to take; to obtain; to select, to beat; to strike; to attack
14794	to push; to expel, to shirk; to decline, to row, to wipe and clean, to strike; to beat, to be rampant in defiance of authority
14795	to lengthen and extenuate -- as in making noodle; to drag out
14796	(same as 毛 芼) to select; to choose; to pick out
14797	(same as 仿) alike; similar, (same as 搒) to involve; to affect
14798	forked branches, stone roller, to roll, to stop; to detain; to prohibit, to clutch; to grasp
14799	(a simplified form of 掆) to carry on the shoulders of two or more men, to raise
14800	(simplified form of 㩳) to hold; to grasp, to detain, to uphold, to push, to stand upright
14801	(a simplified form 撝) to wave, to assist
14802	to beat; to strike, to throw; to pitch, to scoop out to dig out
14803	to lead; to guide, to entice, to introduce, to draw out; to stretch, to beat; to strike
14804	to disturbe; to agitate; to harass, to quarrel; to wrangle
14805	to feel or touch with hands; to hold, to lay the hand on, to cover
14806	to clutch; to grasp
14807	to catch, to grasp with the hand, to pinch, to kill, to attach from the sideway, to strike with the hand; (Cant.) to tear, rip
14808	to accumulate, to massage the cheeks
14809	to give a playful blow, to strike against, to wring; to wrench; to twist, to turn for the better
14810	(a dialect character) cup the hand, (corrupted form of U+65CA 瓬) clay pottery; earthenware
14811	(simplified form of U+6394 掔) thick; firm; substantial, to drag along; to pull, to lead
14812	(same as U+64F8 擸) to hold, to grasp, to hold the hair; to pull at; (Cant.) to take at a glance
14813	to take
14815	(simplified form of 擓) to wipe; to scrub; to rub, to dust; to clean, (a dialect) to scratch with fingers lightly, (a dialect) to carry on the arm
14817	to move; to shake; to rock; to excite, to decrease; to reduce; to diminish; to subtract; to deduct, to shoulder; to take upon on oneself
14818	to depend on; to lean to; to rely on; by means of, to follow the old or traditional (practices, customs, precedents, etc.), to receive and carry on; to continue; to succeed to
14819	to stop, to detain; to stay; to end; still; calm, only
14820	(non-classical form) to jump; to leap; to bounce; (in general) get angry and leave away, to bump; (Cant.) to poke, jab
14821	to nip with the fingers; to take a pinch; to take up as with tongs
14822	to strike; to beat; to attach, (same as 揈) to move; to shake; to wield
14823	(non-classical form of 梳) a comb; a coarse comb; to comb
14824	(ancient form of 扏) slow; gradual; tardy; leisurely, to delay; to put off; to defer
14825	to dispel, to move; to transfer, to issue; to set aside, to stir up, turning
14826	to ruin; to destroy; to break down, to hang up; to suspend
14827	to hold; to grasp, to maintain; to keep, a post, to lead on, (same as 擩) to rub, to crumble by hand, to massage; mixed-up; confused
14828	to raise; to fold the hands on the breast, to bow, to salute, a method (to pile or to raise up) of painting; (Cant.) to push from behind
14829	to get something with both raising hands
14830	high; tall; lofty
14831	a bucket made of willow, (a dialect) to lift (especially when only a single person is involved)
14832	(a simplified form) to strike; to tap, to shock
14833	(same as U+62FF 拿) to bring, to take, to apprehend, to grasp
14834	to shake; to rattle
14835	to mix; to blend, to display in neat rows; to place in order
14836	to rub hands; to rub between the hands; to twist between the hands
14837	(corrupted form of U+638A 掊) to exact, to get salt from sea-water, to break up; to injure, to hold something in both hands; to scoop up mud; (Cant.) to hit, strike, knock
14838	the jingling of metals, to strike, to lead; to guide
14839	to wipe tears, to bind
14840	to hit; to beat; to strike; (Cant.) to drive away, chase
14841	to strike with fists, to strike; to blow
14842	a finger wrapper; a covering (used to protect the fingers from getting hurt)
14843	a thorn, to select; to pick, to push, to find out, to cut out; to engrave, sound of striking
14844	to distribute, to scatter; to disperse
14845	name of a county in Han dynasty; today's Inner Mongolia Autonomous Region; southeast of Baotou county
14846	to strike, to bale out; to clean up
14847	to bump; to knock against; to strike accidentally; to collide
14848	(same as 抦) to hold in the hand
14849	to throw; to pitch, to send, to stay, a crutch; staff or stick
14850	to beat; to strike; to attack
14851	a row; a line, to push; to clear out, (same as 朾) to bump; to knock against; to strike accidentally; to collide; (Cant.) to poke, nudge, stab; to stretch out
14852	to pierce; to stab, (same as 挑) to stir; to disturb; to agitate, to place the hand on, to impeach, (a dialect) to lift something heavy from one side or from the end
14853	inside; within; inner, a family name, (corrupted form of 抐) to take from the top, to strip; to peel
14854	to kill, to slaughter, to beat; to strike; to hit; to attack; (Cant.) to pile, stack
14855	(same as 搫) to sweep clean; to clean away, to eliminate
14856	(abbreviated form of 擠) to crowd; to throng; to push; to squeeze
14857	(same as U+62BF 抿) to smooth, to stroke; to pucker, to contract, to wipe away
14858	to discard; to reject; to abandon, to feel; to stroke, to sort out the divining stalks, to drop; to lose; to fall off, to weigh; to measure weight
14859	to beat; to strike; to attach
14860	to milk a cow or goat
14861	to defend, on a level with; even; equal, to help; to assist
14862	to dye, to dip, to soak; to rub in the hands
14863	to beat; to strike; to attack
14864	to slap lightly on the clothes or coverlet, to beat; to strike; to attack
14865	to count; to enumerate, to grasp the head
14866	(same as 刲) to cut open and clean -- as fish, to kill; to sacrifice, to stab
14867	(non-classical form) to close; to shut, to block up, to pull or drag out of the water; to fish up; to salvage
14868	to shake; to rock; to jolt; to joggle
14869	to shoulder; to take on the shoulder; to take upon oneself
14870	to stab, to rob of money; to rob of riches, to go nonstop to, to cluster together; to mass; (Cant.) to squeeze in
14871	(variant of 捷) alert, nimble, prompt, clever, smart
14872	(same as U+64E4 擤) to blow the nose with the fingers; (Cant.) to scour; to rebuke; to hit with a ball
14873	to clasp or hold under the arm, to support; to prop up; to aid, to exchange; to alter, to lift up or off; to raise high
14874	to select; to choose; to pick out, to defend; to ward off, to refuse; to reject
14875	swift; rapid quick; speedy, (same as 掞) easy; smooth; suave; comfortable
14876	to help each other, to shoulder; to take upon oneself
14877	the very hard stuff, to sort out of divining stalks; (Cant.) to wedge in
14878	to feel about; to grope in the dark
14879	to touch; to contact, to ram; to butt
14880	(same as 塓) to smear; to daub; to spread, to paint
14881	to push with hands, to hold; to grasp, (in general) something as a whole; complete; undamaged
14882	to rip open flesh; to cut flesh; (Cant.) to join, link, connect
14884	(same as 擓) to wipe; to scrub; to rub, to dust; to clean, (a dialect) to scratch with fingers lightly, (a dialect) to carry on the arm
14885	to hit; to strike
14886	(abbreviated form) to hold; to grasp, to detain, to uphold, to push, to stand upright
14887	wooden stick or bamboo cane (shaped segment of a circle) used to support the covering of a carriage in ancient times
14888	(the large seal; a type of Chinese calligraphy) to draw out; to sprout; to rid; to whip, to build, to thresh; to hull or unhusk, to beat; to pound; (Cant.) to shake down
14889	(non-classical form of 捷) to win; to triumph, swift; quick; rapid
14890	to shake; to be disturbed; oscillating, brightness, dazzling; glaring
14891	(same as U+652C 攬) to be in full possession of; to monopolize, to grasp; to seize
14893	unreasonable, to distribute; to make known; to circulate, book cover; book jacket, letter; correspondence
14894	to lift up; to take in the hand, to control, to open; (Cant.) to seize, grasp
14895	(same as 擴) to enlarge; to magnify; to expand
14896	to turn; to shift; to move
14897	to shake, to wave, to row
14898	to back up; to support, to take; to receive; to obtain, to select; to choose
14899	(same as 庋) a cupboard; a closet, to put into a cupboard or closet; to put into the proper place, to wear on the head, to support; to sustain; to bear
14900	to turn over; to collapse; (Cant.) to lift (a lid); to uncover
14901	(non-classical form of 揃) to cut away; to cut off; to cut down; to eliminate; to remove; to exterminate
14902	(same as 搗 擣) to thresh; to hull or unhusk, to beat; to pound; to attack
14903	to wipe; to cleanse, (interchangeable 艱) difficult; distress; hardship
14904	to hit; to strike; to beat
14905	to crack; to break; to rip open, to split or divide up, to hang up; to suspend, to sweep clean; to eliminate
14906	to ornament; to polish; to decorate, (same as 捫) to feel; to touch with hands; to hold, to search (in one's pocket, etc.)
14907	to cut; to kill; to behead, gradually; little by little; by degrees, to lift; to raise, to strike; to beat, to throw; to pitch; to deliver
14908	(non-classical form of U+63A0 掠) to take by force, to throw aside
14909	to cut or rip open
14910	a type; a model; a mode; a style
14911	(a variant of 據) to receive, as communications from a subordinate, to rely on, to lean on, evidence; proof, according to; whereas
14912	(a variant of 據) to receive, as communications from a subordinate, to rely on, to lean on, evidence; proof, according to; whereas
14913	to knock, to pick out, to ridicule, (a variant) monopoly, a footbridge. a toll levied at a bridge or a ferry
14915	to take or capture (a city, etc.), to gather or to collect
14916	to strike; to beat, to get scattered and lost
14917	(ancient form of U+62BD 抽) to draw out; to pull out; to take out, to sprout; to put forth shoots, to rid; to take away; to whip; (Cant.) to shake down
14918	to be in full possession of; to grasp, to beat cruelly; to beat brutally; to beat severely
14919	the thumb, to split; to tear apart, sound of ripping or tearing, to cut open with something sharp
14920	to restrain; restrained; timid and awkward; to feel not at home; miserably poor
14921	(same as 搨) to take a rubbing of an inscription on stone, etc., (same as 拉) to pull; to drag; to hold, to beat; to strike; to attack, (same as 拹) to break; to destroy; to smash
14922	to pull up the sleeves and show the arms, to fight with bare hands, to desire for more than one's rightful share; to covet; greedy
14923	to beat; to strike; to attack, sound of beating or hitting, a handle; a hold; to hold; to take, to guard; to watch over
14924	to strike; to fight with hands, to scratch lightly; to brush; to shake; to dust, to knock down; to floor
14925	to back up; to support, to take; to receive; to fetch; to obtain; to take hold of
14926	(same as 擪) to press with a finger; to tuck in; to put the finger into; to put in; to stow away
14930	(same as U+64D2 擒) to arrest; to capture; (Cant.) to press down firmly
14931	to wound; to damage; to destroy; to injure
14932	a tool to make (crumble and to make smooth) a bow, to beat; to strike; to attack
14933	(same as 拎) to haul; to take; to lift, to raise
14934	to back up; to support
14935	(non-classical form of 攜) to lead by the hand, to conduct to; to take with
14936	(corrupted form of 檥) (interchangeable 艤) to moor to the bank
14937	(same as 塞) a cork or stopper; to cork; to seal, to fill up, to block
14938	to collect (tax, grains), to draw together; to contract, to become less flagrant in behavior
14939	(same as 摶) to roll round with the hand, to rely on, to take or follow (a trail, etc.)
14940	(same as U+652C 攬) to be in possession of; to grasp, to make selective collection or coverage of; (Cant.) actually; strong
14941	to compare; to estimate
14942	(corrupted form) to back up; to support, to take; to receive; to fetch; to obtain; to take hold of; (Cant.) to throw, heave, fling away
14943	(a dialect) to sew some ornaments (button; decorations, etc.) on the clothes
14944	a fierce or bloody battle, to untie; to unbind, (same as 捊) to exchange; to trade, to guide, to quote
14945	shake; to toss, to wave; to sway, to row
14946	to beat; to strike; to attack, to cut, to diminish, to decide; to judge, to weigh; to measure, to wipe; to rub, to dust; to clean
14947	(same as 揮) to move; to shake; to wield; to direct, to arouse
14948	to open; to stretch; to extend; to display; to raise, to scatter; to spread, to stir; to get excited
14949	(non-classical form of 攕) delicate hand (of a woman)
14950	(same as 攜) to lead by the hand, to conduct to; to take with, a Chinese family name
14951	to strike; to beat; to knock; to stone (to throw stone and hit someone); sound of hitting something
14952	to crack; to break, to split or divide up, to rend; to rip open, to hand up; to suspend, to worry; to think of; anxious
14953	(a dialect) to come to an end; to terminate
14954	(corrupted form of 擷) to collect; to take up; to pick; to gather
14956	to beat; to strike; to attack
14957	(non-classical form of 攪) to disturb or to agitate; to bother; to trouble, to stir; to churn; to mix evenly by stirring
14958	to lift up or off; to raise high, to unveil
14959	(same as 搫) to move; to transport, to collect; to gather; to make a clean sweep of
14960	to stab; to cut, (same as 摷) to attack against
14961	to select; to choose; to pick out, to lift; to carry on the shoulders -- of two or more men, to wipe out, to brush over lightly, to carry; to take or bring along at one's convenience, to cut; to par; to trim; to shave
14962	a fist, to clasp
14963	to hold; to grasp, to detain, to uphold, to push, to stand upright; expel, to shirk, to raise up
14964	to seize, as a bird of prey, to seize and carry off, to grasp
14965	to beat; to strike; to attack
14966	to hold; to grasp; to seize, to retain
14968	(a variant) to pile on; to fold up, to draw together; to collect
14969	to pile on; to fold up
14970	(a dialect) a crack on the utensil
14971	rugged mountain path, very skinny, to pile on upon another; accumulation; to accumulate; (Cant.) exclamation
14972	many; much, more than; over
14973	parasitic branches on a tree, branches growing horizontally, (variant 勑) imperial orders
14974	uneven, to hang down; to let fall
14975	unstable, dull, rough; coarse
14976	to enter, to go ahead; to proceed; to advance, to improve, to offer
14977	to hold; to grasp; irregular; uneven, a precipice beneath an overhanging cliff, (same as 拑) to take by force; to control with threat of force; to coerce
14978	unstable, dull, rough; coarse
14979	to thump; to beat; to strike; to attack
14980	broken; to break, ruined, reason; cause; right, principle; theory, to arrange; to repair, to regulate; to operate; to govern
14981	to change, to alter
14982	hidden; mysterious; secret, to conceal
14983	to disseminate; to spread, the weak sound of a Chinese musical instrument with seven or five strings
14984	to let go, to put, to raid; to aggress, to encroach up, a bad year; a year of famine or disaster
14985	(ancient form 合) to combine; to unite; to gather, to close; to shut
14986	infested with bandits and robbers
14987	(same as 扞, 捍) to resist; to oppose; to obstruct, to defend; to guard; to ward off, (same as 㪃) to thump; to beat; to strike; to attack
14988	to lead on; to advance, to strike against; to break through
14989	(same as 勃) suddenly, to change, as the countenance, a kind of animal (interchangeable 悖) perverse; contrary to what is right, to rebel
14990	uncertain; not yet settled, irregular, to raise one's hands, to exhaust; to use up, to complete; to finish, all; entirely; totally; completely
14991	(interchangeable 捭) to ruin; to destroy; to break down, sound of beating or striking
14992	unstable, dull, rough; coarse
14993	to follow; to attach; connected
14994	to ruin; to destroy; to break down
14995	disaster; calamity, evil; wicked; mean
14996	(same as 散) to scatter; to disperse; to break up or separate for a time; to dismiss
14997	to beat; to pound; to strike; to rush on; to pat; to dash; to smash, to take by force; to wrest from
14998	sound of beating, to strike, sound of an object dropping into water, etc.
14999	(a dialect) to open (a parcel; a bundle or a package); to unroll (a scroll, etc.); (Cant.) to rest, catch one's breath
15000	(abbreviated form of 斂) to draw together; to accumulate, to collect; to gather
15001	to go to the very source; to search into carefully
15002	(same as 散) to scatter; to disperse; to break up or separate for a time; to dismiss
15003	to pound rocks to pieces, (same as 抌) to strike; to strike with the fist
15004	(same as 揣) to measure; to estimate; to suppose; to gauge what's pon another's mind; to presume; to test; to sound out, (same as 捶) to weigh in the hand
15005	to beat, (same as 柬 揀) to select; to choose
15006	to be held by the hand, to resist; to oppose
15007	(same as 敦) to regard as important, to esteem, honest; sincere; generous
15008	(same as U+9D6E 鵮) to peck, poverty; poor, things of the same value, to take; to fetch; to obtain, to select; to choose, (of a bird) to peck
15009	to quell; to punish by force of arms, enemy; foe, to oppose; to resist
15010	(same as 捎) to beat; to strike; to attack, to be in full possession of; to grasp, to make selective collection or coverage of
15011	a place in Han dynasty, (same as U+6572 敲) to beat; to knock
15012	to finish; concluded
15013	to take; to receive; fetch; to obtain; to take hold of, to press with fingers, use the fingers to show the distance
15014	to beat; to pound; to ram down, to attack
15015	to beat; to strike; to attack
15016	to mend; to repair; to copy; to write out
15017	to strike; to beat, sound of beating
15018	to use a wooden pole to support something; to raise, to begin; to start
15019	(corrupted form of 叡) wise and clever, shrewd, discreet, astute, quick of perception, the divine sagacity of sages
15020	to pierce; to stab; to hurt, to give; to hand over; to confer, to teach, to build, to pound (grain) in order to remove the husk
15021	to draw together; to contract to fold, to collect; to gather, to hide; to conceal
15022	to beat; to attack; to strike
15023	(non-classical form of U+8209 舉) to lift; to raise; to commend; to praise, entire; whole
15024	(ancient form of 齋) to abstain from meat, wine, etc., to fast; penance
15025	elegant; coloured
15028	to measure; to estimate
15029	half of a unit of measurement used in ancient times
15030	(same as 斛) a dry measure 10 or 5 times that of a Chinese peck; a corn measure nominally holding ten pecks but generally holding about five, used in name of a place
15032	(same as 斟) to fill a cup with; to pour into a cup
15033	to rob; to loot; to plunder
15034	to bale out; to decant liquids, to pour out liquor, a feast, a kind of utensil used to ladle out water
15035	a kind of utensil used to ladle out wine, a container that gives a measurement of rice
15036	to pull; to drag; to hinder; to snatch away
15038	to cut the flesh from the bone; to scrape off; to pick out; to get rid of, to arrest; to catch to seize, to struggle; to fight; to conflict; to vie; to compete
15039	to break; to snap; to bend; to bow down
15040	huge tripod of bronze with two ears; heavy three-legged caldron or sacrificial vessel regarded as a type of imperial power, the Empire, a kind of cooking utensil used in ancient times
15041	(non-classical form of 斷) to cut apart, to sever, to break; broken; to abstain from, to conclude
15042	to chop or cut (wood)
15043	flags flying, long bands or ribbons attached to flags, streamers, etc. (ancient form of 偃) to cease; to desist from
15044	(same as 旁) side, by the side of; nearby
15045	(same as 旗) a flag; a pennant; a banner; a streamer, a sign
15050	fluttering of the flag, the flags
15051	(non-classical form of 旃) a silken banner hanging from a staff bent over at the top
15053	the scallops along the lower edge of a flag; the hanging decorations (ribbons, etc.) of a flag used in ancient times, a kind of flag
15054	(same as 徽 揮) mark; sign; indication; flags; pennants, streamers, etc., to prance, to brandish, to shake; to rattle, name of a flag
15055	a kind of flag, flags; streamers
15056	distant and indistinguishable
15057	(same as 旨) (non-classical form 時) purpose; will; intention; objective, good; excellent, a season; an era; time
15058	(same as 廾) hands joined, to support; to aid; to help, to lean upon
15059	(ancient form of 氣) air; vapor, breath, spirit; character, bearing; manner
15060	(same as 艮) one of the Eight Diagrams for divination
15061	(same as 光) light; brightness, glossy; glory; glorious
15063	(same as 厚) thick, deep friendship, to treat kindly; generous
15064	disappeared, not supported by, to avoid, unable to see
15065	the sun
15066	early morning, daylight
15067	light; bright; brilliant, clear, intelligent; day dawn
15068	light; bright; brilliant, clear, intelligent; day dawn
15069	the sun
15070	of look of the sun, the look of the weather
15071	day after day; daily, time, moving of the sun
15072	a kind of water
15073	(same as 冬) winter, (in lunar calendar) the period from the 10th to the 12th moon
15076	(a variant of 昶) a long day, bright, extended, clear
15077	(non-classical form of 冥) dark; obscure; dim
15078	of look of the sun, the look of the weather
15079	(non-classical form of 暴) violent; fierce; atrocious; cruel, sudden
15081	(same as 春) the first of the four season -- spring, lustful, alive, joyful, youth
15082	(non-classical form of 舂) to pound (grain) in order to remove the husk
